data_pobrania,tytul,cena,link,aneks,czynsz,pietro,pokoje,lokalizacja,rok_budowy,ogrzewanie,kaucja,stan,powierzchnia,data_aktualizacji
2026-02-07 22:43,3-pok od 01.03.2026 ul.Przedmiejska SOFTY LOFTY Garaż na 2 auta*Balkon,3700,https://www.otodom.pl/pl/oferta/3-pok-od-01-03-2026-ul-przedmiejska-softy-lofty-garaz-na-2-autabalkon-ID4zX90,BRAK,0.0,1,3,"ul. Przedmiejska, Wrocław",brak,miejskie,brak,brak,60,2026-02-10
2026-02-07 22:43,Komfortowy Apartament 45m2 na płycie głównej Rynku,3500,https://www.otodom.pl/pl/oferta/komfortowy-apartament-45m2-na-plycie-glownej-rynku-ID4yX2G,BRAK,0.0,3,2,"rynek Ratusz, Wrocław",brak,miejskie,5000,do zamieszkania,45,2026-02-10
2026-02-07 22:44,3-pok 62 m2 od zaraz ul. Klimasa DI Trevi *Garaż*,3500,https://www.otodom.pl/pl/oferta/3-pok-62-m2-od-zaraz-ul-klimasa-di-trevi-garaz-ID4zX81,BRAK,0.0,2,3,"ul. ks. Czesława Klimasa, Wrocław",brak,miejskie,brak,brak,62,2026-02-10
2026-02-07 22:44,Wyjątkowe Dwupokojowe Mieszkanie Nadodrze,3800,https://www.otodom.pl/pl/oferta/wyjatkowe-dwupokojowe-mieszkanie-nadodrze-ID4zKif,BRAK,700.0,4,2,"ul. Pomorska, Wrocław",brak,gazowe,4500,brak,75,2026-02-10
2026-02-07 22:44,"Walońska, 2-pokojowy 42 m² apartament w Angel Wings",2900,https://www.otodom.pl/pl/oferta/walonska-2-pokojowy-42-m-apartament-w-angel-wings-ID4nauo,BRAK,700.0,4,2,"ul. Walońska, Wrocław",2011,miejskie,4000,do zamieszkania,42,2026-02-10
2026-02-07 22:44,Mieszkanie Nowy Gaj/ 2 pokoje/ 56m2/ parking i komórka lokatorska,3800,https://www.otodom.pl/pl/oferta/mieszkanie-nowy-gaj-2-pokoje-56m2-parking-i-komorka-lokatorska-ID4mqI8,BRAK,800.0,4,2,"ul. Żegiestowska, Wrocław",2018,miejskie,6000,do zamieszkania,56,2026-02-10
2026-02-07 22:45,Przestronne 2 pokojowe mieszkanie z balkonem | Garaż,3000,https://www.otodom.pl/hpr/pl/oferta/przestronne-2-pokojowe-mieszkanie-z-balkonem-garaz-ID4zHAW,BRAK,600.0,2,2,"ul. Stodolna, Wrocław",brak,miejskie,3900,do zamieszkania,52.3,2026-02-10
2026-02-07 22:45,Nowoczesny Apartament ul.Krakowska bezpośrednio! 2pokoje/ rzeka/balkon,3000,https://www.otodom.pl/pl/oferta/nowoczesny-apartament-ul-krakowska-bezposrednio-2pokoje-rzeka-balkon-ID49wjo,BRAK,800.0,5,2,"ul. Krakowska, Wrocław",2023,miejskie,3000,do zamieszkania,43,2026-02-10
2026-02-07 22:47,Mieszkanie 2-pokojowe Iwaszkiewicza Klima Garaż duży taras,3000,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-iwaszkiewicza-klima-garaz-duzy-taras-ID4xPcG,BRAK,650.0,2,2,"ul. Jarosława Iwaszkiewicza, Wrocław",2020,miejskie,3000,do zamieszkania,49,2026-02-10
2026-02-07 22:47,First rent | Nadodrze | Studio | Kaszubska 11,1950,https://www.otodom.pl/pl/oferta/first-rent-nadodrze-studio-kaszubska-11-ID4zVZ6,BRAK,300.0,0,1,"ul. Kaszubska, Wrocław",brak,miejskie,2600,do zamieszkania,23,2026-02-10
2026-02-07 22:47,City Center  I River View,6500,https://www.otodom.pl/pl/oferta/city-center-i-river-view-ID4zSRq,BRAK,1100.0,3,4,"ul. gen. Władysława Sikorskiego, Wrocław",2018,brak,8000,brak,75,2026-02-10
2026-02-07 22:47,Pierwszy wynajem. Całkiem nowe. Centrum,2800,https://www.otodom.pl/pl/oferta/pierwszy-wynajem-calkiem-nowe-centrum-ID4zX09,BRAK,500.0,7,1,Wrocław,2024,inne,brak,do zamieszkania,30,2026-02-10
2026-02-07 22:48,2 pokojowe#Grabiszyńska#Firlej#NajemOkazjonalny,2800,https://www.otodom.pl/pl/oferta/2-pokojowe-grabiszynska-firlej-najemokazjonalny-ID4zVYp,BRAK,750.0,1,2,"ul. Grabiszyńska, Wrocław",1970,miejskie,3700,do zamieszkania,44,2026-02-10
2026-02-07 22:48,Gotowe M2|pełne wyposażenie|balkon|parkingx2,3000,https://www.otodom.pl/pl/oferta/gotowe-m2-pelne-wyposazenie-balkon-parkingx2-ID4zVYh,BRAK,700.0,2,2,"ul. Stanisława Kunickiego, Wrocław",2021,miejskie,3500,do zamieszkania,49.8,2026-02-10
2026-02-07 22:48,"Wrocław Nadodrze, ulica Ludwika Rydygiera 63/16",2300,https://www.otodom.pl/pl/oferta/wroclaw-nadodrze-ulica-ludwika-rydygiera-63-16-ID4zl0A,BRAK,750.0,3,2,Wrocław,brak,electrical,2500,brak,62,2026-02-10
2026-02-07 22:48,"2pok, balkon,parking/Walońska/Angel,1-bedr to rent",3300,https://www.otodom.pl/pl/oferta/2pok-balkon-parking-walonska-angel-1-bedr-to-rent-ID4zNN8,BRAK,800.0,3,2,Wrocław,2011,miejskie,4500,do zamieszkania,52,2026-02-10
2026-02-07 22:48,Loftowy apartament 48 m² | 3 pokoje | Centrum,3300,https://www.otodom.pl/pl/oferta/loftowy-apartament-48-m-3-pokoje-centrum-ID4zVVu,BRAK,0.0,4,3,"ul. Księcia Józefa Poniatowskiego, Wrocław",2019,miejskie,4000,do zamieszkania,48.2,2026-02-10
2026-02-07 22:48,Dwupokojowe mieszkanie z garderobą w centrum Wrocławia,3000,https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-z-garderoba-w-centrum-wroclawia-ID4zVWx,BRAK,850.0,2,2,"ul. Jedności Narodowej, Wrocław",2004,miejskie,3000,do zamieszkania,56,2026-02-10
2026-02-07 22:49,"2pok+kuchnia,39m2/balkon/Gajowicka/Jastrzębia",2300,https://www.otodom.pl/pl/oferta/2pok-kuchnia-39m2-balkon-gajowicka-jastrzebia-ID4zVRB,BRAK,0.0,3,2,Wrocław,1964,miejskie,3500,do zamieszkania,39,2026-02-10
2026-02-07 22:49,3 POKOJE | Promenady Wrocławskie | ul. Zakładowa,4350,https://www.otodom.pl/pl/oferta/3-pokoje-promenady-wroclawskie-ul-zakladowa-ID4zVUE,BRAK,600.0,2,3,"ul. Zakładowa, Wrocław",2017,miejskie,6000,do zamieszkania,63,2026-02-10
2026-02-07 22:49,"Dwa osobne pokoje, 34m2, ul. Gazowa",2100,https://www.otodom.pl/pl/oferta/dwa-osobne-pokoje-34m2-ul-gazowa-ID4zVSM,BRAK,740.0,1,2,"ul. Gazowa, Wrocław",2019,miejskie,brak,do zamieszkania,34,2026-02-10
2026-02-07 22:49,"Przestronna kawalerka - bez prowizji, w centrum Wrocławia",2100,https://www.otodom.pl/pl/oferta/przestronna-kawalerka-bez-prowizji-w-centrum-wroclawia-ID4zJRH,BRAK,890.0,1,1,"ul. Grabiszyńska, Wrocław",2025,miejskie,brak,do zamieszkania,28.62,2026-02-10
2026-02-07 22:50,Eleganckie 3 pokojowe mieszkanie z ogrodem Rodzinn,3700,https://www.otodom.pl/pl/oferta/eleganckie-3-pokojowe-mieszkanie-z-ogrodem-rodzinn-ID4zS8R,BRAK,950.0,brak,3,"ul. Rodzinna, Wrocław",brak,brak,5000,brak,58.15,2026-02-10
2026-02-07 22:50,2 pok. | os. kuchnia | balkon | centrum - ul. Reja,2700,https://www.otodom.pl/pl/oferta/2-pok-os-kuchnia-balkon-centrum-ul-reja-ID4zVLV,BRAK,0.0,2,2,"ul. Mikołaja Reja, Wrocław",brak,miejskie,brak,do zamieszkania,50,2026-02-10
2026-02-07 22:50,Atrakcyjne mieszkanie 60 m² w spokojnej i zielonej dzielnicy Wrocławia,3300,https://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-60-m-w-spokojnej-i-zielonej-dzielnicy-wroclawia-ID4zVOx,BRAK,1200.0,3,3,"ul. Wojrowicka, Wrocław",brak,miejskie,4500,do zamieszkania,60,2026-02-10
2026-02-07 22:50,"Nowoczesne studio, prestiżowe z balkonem w OVO",2800,https://www.otodom.pl/pl/oferta/nowoczesne-studio-prestizowe-z-balkonem-w-ovo-ID4zd8L,BRAK,750.0,4,1,"ul. Podwale, Wrocław",2016,brak,brak,do zamieszkania,32.49,2026-02-10
2026-02-07 22:50,"przestronne mieszkanie 42 m2 , ul. Wałbrzyska 13a,",2450,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-42-m2-ul-walbrzyska-13a-ID42OpE,BRAK,677.0,3,1,Wrocław,2001,miejskie,3000,do zamieszkania,42,2026-02-10
2026-02-07 22:51,Nowoczesne 3 pok. Mieszkanie Kępa Mieszczańska,6500,https://www.otodom.pl/hpr/pl/oferta/nowoczesne-3-pok-mieszkanie-kepa-mieszczanska-ID4zQia,BRAK,640.0,brak,3,"wyspa Kępa Mieszczańska, Wrocław",brak,miejskie,brak,do zamieszkania,66,2026-02-10
2026-02-07 22:52,Pakosławska|2pok|Rozkład|Garaż|Taras,2800,https://www.otodom.pl/pl/oferta/pakoslawska-2pok-rozklad-garaz-taras-ID4zN0P,BRAK,650.0,0,2,"ul. Pakosławska, Wrocław",2020,miejskie,3000,do zamieszkania,49,2026-02-10
2026-02-07 22:52,Wrocław Fabryczna - Apartament z tarasem.,2750,https://www.otodom.pl/pl/oferta/wroclaw-fabryczna-apartament-z-tarasem-ID4zVJA,BRAK,766.0,0,2,"ul. Nowodworska, Wrocław",2020,miejskie,3000,do zamieszkania,48,2026-02-10
2026-02-07 22:52,Wynajem mieszkanie ul. Oboźna 2 pokoje wyremontowane 50 m,2500,https://www.otodom.pl/pl/oferta/wynajem-mieszkanie-ul-obozna-2-pokoje-wyremontowane-50-m-ID4zVJ3,BRAK,525.0,2,2,"ul. Oboźna, Wrocław",1995,miejskie,3000,do zamieszkania,50,2026-02-10
2026-02-07 22:52,"okazja, Krzyki, Huby",2250,https://www.otodom.pl/pl/oferta/okazja-krzyki-huby-ID4zVJh,BRAK,1443.0,2,2,"ul. Nyska, Wrocław",1960,miejskie,2700,do zamieszkania,50,2026-02-10
2026-02-07 22:52,"Prusa, rozkładowe, umeblowane, wyposażone",2900,https://www.otodom.pl/pl/oferta/prusa-rozkladowe-umeblowane-wyposazone-ID4zVIY,BRAK,0.0,0,2,"ul. Bolesława Prusa, Wrocław",1990,miejskie,brak,do zamieszkania,46,2026-02-10
2026-02-07 22:53,Okolice ul. Kruszwickiej,3000,https://www.otodom.pl/pl/oferta/okolice-ul-kruszwickiej-ID4zVHv,BRAK,0.0,3,3,Wrocław,1970,miejskie,3000,do zamieszkania,51.95,2026-02-10
2026-02-07 22:53,Mieszkanie 2 pokojowe do wynajęcia + miejsce w garażu podziemnym,2800,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-do-wynajecia-miejsce-w-garazu-podziemnym-ID4zVBh,BRAK,800.0,5,2,"ul. Jesionowa, Wrocław",2016,miejskie,3500,do zamieszkania,39.3,2026-02-10
2026-02-07 22:53,Na wynajem | 2 pokoje | Nowe budownictwo | Centrum,3300,https://www.otodom.pl/pl/oferta/na-wynajem-2-pokoje-nowe-budownictwo-centrum-ID4zVIX,BRAK,700.0,3,2,"ul. Ludwika Rydygiera, Wrocław",2012,kotłownia,3300,do zamieszkania,52.09,2026-02-10
2026-02-07 22:53,"Rynek, Ul. Ruska, Kawalerka,37M2, Ip., Balkon",2500,https://www.otodom.pl/pl/oferta/rynek-ul-ruska-kawalerka-37m2-ip-balkon-ID4zKKX,BRAK,650.0,1,1,"ul. Ruska, Wrocław",brak,brak,3500,do zamieszkania,37,2026-02-10
2026-02-07 22:53,Kawalerka / Dworzec Główny / OD Zaraz,2150,https://www.otodom.pl/pl/oferta/kawalerka-dworzec-glowny-od-zaraz-ID4zVIo,BRAK,500.0,1,1,"gen. Antoniego Madalińskiego, Wrocław",2024,brak,0,do zamieszkania,21.8,2026-02-10
2026-02-07 22:54,Miedziana - 2 pokoje- loggia- parking,2800,https://www.otodom.pl/pl/oferta/miedziana-2-pokoje-loggia-parking-ID4zVCm,BRAK,631.0,1,2,"ul. Miedziana, Wrocław",2022,miejskie,brak,do zamieszkania,40,2026-02-10
2026-02-07 22:54,"3 osobne pok. z garderobą | Promocja ! Bezpośrednio |Wrocław, Jaworska",4600,https://www.otodom.pl/pl/oferta/3-osobne-pok-z-garderoba-promocja-bezposrednio-wroclaw-jaworska-ID4zVBc,BRAK,860.0,2,3,"ul. Jaworska, Wrocław",2023,miejskie,brak,do zamieszkania,66.12,2026-02-10
2026-02-07 22:54,"Nowe, stylowe mieszkanie z dużym balkonem – ul. Braniborska, Wrocław",5000,https://www.otodom.pl/pl/oferta/nowe-stylowe-mieszkanie-z-duzym-balkonem-ul-braniborska-wroclaw-ID4zBpi,BRAK,0.0,9,2,Wrocław,2020,gazowe,5000,do zamieszkania,47.48,2026-02-10
2026-02-07 22:54,Mieszkanie pracownicze - ul. Piłsudskiego,700,https://www.otodom.pl/pl/oferta/mieszkanie-pracownicze-ul-pilsudskiego-ID4zJMU,BRAK,0.0,1,3,"ul. marsz. Józefa Piłsudskiego, Wrocław",brak,miejskie,3000,do zamieszkania,65,2026-02-10
2026-02-07 22:55,Angel City/ GYM&SPA/ 1mc 50%,3600,https://www.otodom.pl/pl/oferta/angel-city-gym-spa-1mc-50-ID4zDYH,BRAK,0.0,8,2,"ul. Walońska, Wrocław",2022,miejskie,brak,do zamieszkania,44,2026-02-10
2026-02-07 22:55,Browary Wrocławskie- Wysoki standart,4000,https://www.otodom.pl/pl/oferta/browary-wroclawskie-wysoki-standart-ID4zVAl,BRAK,900.0,2,3,"ul. Jedności Narodowej, Wrocław",2020,brak,4900,do zamieszkania,50,2026-02-10
2026-02-07 22:56,"2 pokoje, klimatyzacja, miejsce postojowe",3000,https://www.otodom.pl/pl/oferta/2-pokoje-klimatyzacja-miejsce-postojowe-ID4mSd8,BRAK,800.0,4,2,Wrocław,brak,miejskie,4000,do zamieszkania,56,2026-02-10
2026-02-07 22:56,"Kawalerka 32,5 m² z balkonem | Ołbin | centrum",2200,https://www.otodom.pl/pl/oferta/kawalerka-32-5-m-z-balkonem-olbin-centrum-ID4zVtP,BRAK,450.0,3,1,Wrocław,2019,miejskie,2200,do zamieszkania,32.5,2026-02-10
2026-02-07 22:56,Nowe 2-pokojowe mieszkanie na Krzykach,3000,https://www.otodom.pl/pl/oferta/nowe-2-pokojowe-mieszkanie-na-krzykach-ID4zVx6,BRAK,700.0,1,2,"ul. Mglista, Wrocław",2025,miejskie,3500,do zamieszkania,37,2026-02-10
2026-02-07 22:56,Nowe Żerniki | 3 pokoje z ogródkiem i garażem | 78 m²,4700,https://www.otodom.pl/pl/oferta/nowe-zerniki-3-pokoje-z-ogrodkiem-i-garazem-78-m-ID4zVya,BRAK,850.0,0,3,Wrocław,brak,miejskie,6500,do zamieszkania,78,2026-02-10
2026-02-07 22:56,First rent/ Promenady Wrocławskie/ 6 months,2800,https://www.otodom.pl/pl/oferta/first-rent-promenady-wroclawskie-6-months-ID4zVzi,BRAK,600.0,0,2,"ul. Antoniego Słonimskiego, Wrocław",brak,brak,3400,brak,52,2026-02-10
2026-02-07 22:57,Piękne M3 - blisko autobus i tramwaj - ul. Krzycka,3200,https://www.otodom.pl/hpr/pl/oferta/piekne-m3-blisko-autobus-i-tramwaj-ul-krzycka-ID4zVL8,BRAK,800.0,2,3,"ul. Krzycka, Wrocław",brak,gazowe,3200,do zamieszkania,61,2026-02-10
2026-02-07 22:57,"Śliczne, w pełni wyposażone 2 pok z balkonem.",3800,https://www.otodom.pl/pl/oferta/sliczne-w-pelni-wyposazone-2-pok-z-balkonem-ID4zbrK,BRAK,540.0,2,2,"ul. Elizy Orzeszkowej, Wrocław",1935,gazowe,4500,brak,69,2026-02-10
2026-02-07 22:57,Fitnes Club w cenie | Balkon | Garaż | 2 Pokojowe Od Zaraz,2900,https://www.otodom.pl/pl/oferta/fitnes-club-w-cenie-balkon-garaz-2-pokojowe-od-zaraz-ID4zR9g,BRAK,700.0,2,2,"al. gen. Józefa Hallera, Wrocław",brak,kotłownia,3100,do zamieszkania,44,2026-02-10
2026-02-07 22:57,Small Pet-Friendly | Garaż | Klimatyzacja | Balkon | Od zaraz,3200,https://www.otodom.pl/pl/oferta/small-pet-friendly-garaz-klimatyzacja-balkon-od-zaraz-ID4zReb,BRAK,800.0,4,3,"al. Wiśniowa, Wrocław",brak,miejskie,4200,do zamieszkania,60,2026-02-10
2026-02-07 22:57,"Atrakcyjne 3 pokojowe Chorwacka, Różanka",3800,https://www.otodom.pl/pl/oferta/atrakcyjne-3-pokojowe-chorwacka-rozanka-ID4zaNw,BRAK,1200.0,6,3,"ul. Chorwacka, Wrocław",brak,miejskie,5000,do zamieszkania,66.76,2026-02-10
2026-02-07 22:58,"NOWE BUD. 2022, 3pok, 60m2, Brzezińska / Leśnica",2900,https://www.otodom.pl/pl/oferta/nowe-bud-2022-3pok-60m2-brzezinska-lesnica-ID4zQRx,BRAK,780.0,1,3,"ul. Brzezińska, Wrocław",2022,brak,3800,do zamieszkania,60,2026-02-10
2026-02-07 22:58,"2pok. Zielińskiego / Arkady - pieszo na Dworzec, kilka min. do Rynku!",2250,https://www.otodom.pl/pl/oferta/2pok-zielinskiego-arkady-pieszo-na-dworzec-kilka-min-do-rynku-ID4zQQB,BRAK,620.0,0,2,"ul. Tadeusza Zielińskiego, Wrocław",1970,miejskie,2950,do zamieszkania,38,2026-02-10
2026-02-07 22:58,"Przestronne 84m2, nowe bud. Vivaldiego, Krzyki!",2950,https://www.otodom.pl/pl/oferta/przestronne-84m2-nowe-bud-vivaldiego-krzyki-ID4zQRV,BRAK,950.0,2,3,"ul. Antonia Vivaldiego, Wrocław",2003,miejskie,4000,do zamieszkania,84,2026-02-10
2026-02-07 22:59,WYNAJMĘ MIKRO-KAWALERKĘ PRZY MAGNOLIA PARK - LEGNICKA 49,1800,https://www.otodom.pl/pl/oferta/wynajme-mikro-kawalerke-przy-magnolia-park-legnicka-49-ID4yadH,BRAK,0.0,5,1,"ul. Legnicka, Wrocław",2019,miejskie,2200,do zamieszkania,17,2026-02-10
2026-02-07 22:59,Świetne mieszkanie do wynajęcia- top lokalizacja,2800,https://www.otodom.pl/pl/oferta/swietne-mieszkanie-do-wynajecia-top-lokalizacja-ID4ylji,BRAK,1800.0,5,3,"ul. Nowowiejska, Wrocław",1900,miejskie,2800,do zamieszkania,75.1,2026-02-10
2026-02-07 22:59,"Na wynajem nowe, komfortowe mieszkanie na Krzykach I garaż I",3300,https://www.otodom.pl/pl/oferta/na-wynajem-nowe-komfortowe-mieszkanie-na-krzykach-i-garaz-i-ID4zQyO,BRAK,800.0,4,3,"ul. Racławicka, Wrocław",2025,brak,brak,do zamieszkania,51.73,2026-02-10
2026-02-07 22:59,nowe/klimatyzacja /  15 min spacerem Rynek,3500,https://www.otodom.pl/pl/oferta/nowe-klimatyzacja-15-min-spacerem-rynek-ID4zQyJ,BRAK,450.0,4,2,"ul. Kurkowa, Wrocław",2023,brak,5000,do zamieszkania,46,2026-02-10
2026-02-07 22:59,Studio premium z aneksem | centrum | balkon francuski | bez prowizji,2990,https://www.otodom.pl/pl/oferta/studio-premium-z-aneksem-centrum-balkon-francuski-bez-prowizji-ID4zQMt,BRAK,650.0,3,1,"ul. Komandorska, Wrocław",1897,gazowe,4000,do zamieszkania,31,2026-02-10
2026-02-07 23:00,Dwupokojowe mieszkanie 42m2 na Wrocławskim Gaju,2500,https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-42m2-na-wroclawskim-gaju-ID4wrSD,BRAK,800.0,2,2,"ul. Adama Uznańskiego, Wrocław",2006,kotłownia,3000,do zamieszkania,42,2026-02-10
2026-02-07 23:00,ok. Galerii Domnikańskiej I 3pok I Centrum,3500,https://www.otodom.pl/pl/oferta/ok-galerii-domnikanskiej-i-3pok-i-centrum-ID4zVrQ,BRAK,800.0,2,3,"ul. gen. Józefa Haukego-Bosaka, Wrocław",1930,electrical,7000,do zamieszkania,80,2026-02-10
2026-02-07 23:00,ul. Kamienskiego / balkon,3300,https://www.otodom.pl/pl/oferta/ul-kamienskiego-balkon-ID4zVti,BRAK,0.0,1,3,"ul. Kamieńskiego / komfort, Wrocław",2020,miejskie,brak,do zamieszkania,65,2026-02-10
2026-02-07 23:00,"Mieszkanie 3 pokojowe 69 m2 + balkon, garaż ul. Jesionowa",4200,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-69-m2-balkon-garaz-ul-jesionowa-ID4muHJ,BRAK,1100.0,5,3,Wrocław,2019,miejskie,4500,do zamieszkania,69,2026-02-10
2026-02-07 23:00,Pierwszy Najem - Garaż - Media Miejskie - Komfort,3200,https://www.otodom.pl/pl/oferta/pierwszy-najem-garaz-media-miejskie-komfort-ID4zVtx,BRAK,900.0,2,2,"ul. Mieszczańska, Wrocław",2024,miejskie,4200,do zamieszkania,40,2026-02-10
2026-02-07 23:00,"3-pokojowe mieszkanie z balkonem | ul. Skwierzyńska, Wrocław",3500,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-z-balkonem-ul-skwierzynska-wroclaw-ID4zuGx,BRAK,1336.0,1,3,"ul. Skwierzyńska, Wrocław",brak,miejskie,4800,do zamieszkania,92,2026-02-10
2026-02-07 23:00,ul. Przyjaźni / Taras,7000,https://www.otodom.pl/pl/oferta/ul-przyjazni-taras-ID4zVtj,BRAK,0.0,8,4,"PRZYJAŹNI / TARAS 80 M / DWA GARAŻE, Wrocław",2015,miejskie,brak,do zamieszkania,120,2026-02-10
2026-02-07 23:01,3 POKOJE ROZKŁADOWE | OSOBNA KUCHNIA | BALKON | GĄDÓW MAŁY,3300,https://www.otodom.pl/pl/oferta/3-pokoje-rozkladowe-osobna-kuchnia-balkon-gadow-maly-ID4uPfL,BRAK,900.0,1,3,"ul. Skrzydlata, Wrocław",1990,miejskie,4500,do zamieszkania,63,2026-02-10
2026-02-07 23:01,Drukarska | Brand New | Ips School,8500,https://www.otodom.pl/pl/oferta/drukarska-brand-new-ips-school-ID4zVo9,BRAK,1500.0,4,3,"ul. Drukarska, Wrocław",brak,miejskie,brak,brak,65,2026-02-10
2026-02-07 23:01,Centrum Wrocławia Media Miejskie Piwnica,2400,https://www.otodom.pl/pl/oferta/centrum-wroclawia-media-miejskie-piwnica-ID4zVnh,BRAK,800.0,1,2,"pl. Nowy Targ, Wrocław",1962,miejskie,3500,do zamieszkania,33,2026-02-10
2026-02-07 23:02,2 pokoje | Spa&Gym | balkon | Angel City,3400,https://www.otodom.pl/pl/oferta/2-pokoje-spa-gym-balkon-angel-city-ID4zVma,BRAK,0.0,8,2,"ul. Walońska, Wrocław",2022,miejskie,brak,do zamieszkania,53,2026-02-10
2026-02-07 23:02,"Mieszkanie ul. Sienkiewicza, 4 pokoje, 74m2",4000,https://www.otodom.pl/pl/oferta/mieszkanie-ul-sienkiewicza-4-pokoje-74m2-ID4yoKZ,BRAK,1000.0,1,4,"ul. Henryka Sienkiewicza, Wrocław",1970,miejskie,5000,do zamieszkania,74,2026-02-10
2026-02-07 23:02,2pokoje | Promenady Wrocławskie | Do wynajęci,2790,https://www.otodom.pl/pl/oferta/2pokoje-promenady-wroclawskie-do-wynajeci-ID4zVib,BRAK,630.0,5,2,"ul. Zakładowa, Wrocław",brak,miejskie,brak,do zamieszkania,39.6,2026-02-10
2026-02-07 23:02,"Nowe mieszkanie dwupokojowe, Różanka, Wrocław",2800,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-dwupokojowe-rozanka-wroclaw-ID4lwuQ,BRAK,650.0,4,2,Wrocław,2022,miejskie,4000,do zamieszkania,41,2026-02-10
2026-02-07 23:02,2 pokoje / Angel River / Mp / balkon / Gym&Spa,3400,https://www.otodom.pl/pl/oferta/2-pokoje-angel-river-mp-balkon-gym-spa-ID4zVn0,BRAK,0.0,4,2,"ul. Walońska, Wrocław",2019,brak,brak,brak,42.24,2026-02-10
2026-02-07 23:03,Kawalerka w centrum Wrocławia,2490,https://www.otodom.pl/pl/oferta/kawalerka-w-centrum-wroclawia-ID4zVhf,BRAK,170.0,2,1,"ul. Komuny Paryskiej, Wrocław",1890,miejskie,2490,do zamieszkania,27,2026-02-10
2026-02-07 23:03,Nowa kawalerka na Krzykach - ul. Dożynkowa,3000,https://www.otodom.pl/pl/oferta/nowa-kawalerka-na-krzykach-ul-dozynkowa-ID4zrTt,BRAK,600.0,1,2,"ul. Dożynkowa, Wrocław",2025,miejskie,4000,do zamieszkania,29.1,2026-02-10
2026-02-07 23:03,"Wilczyce, 4 pokojowe w zab. szeregowej",4500,https://www.otodom.pl/pl/oferta/wilczyce-4-pokojowe-w-zab-szeregowej-ID4zVfD,BRAK,250.0,1,4,"Urocza, Wrocław",2012,gazowe,5000,brak,115,2026-02-10
2026-02-07 23:03,Nowe mieszkanie na wynajem Wrocław ul. Legnicka - bez pośredników,4000,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-na-wynajem-wroclaw-ul-legnicka-bez-posrednikow-ID4wIy0,BRAK,800.0,10,2,"ul. Legnicka, Wrocław",2024,miejskie,4200,do zamieszkania,40.59,2026-02-10
2026-02-07 23:04,"3pok.| garaż | balkon | klima | szkoła WIS | Krzyki, ul. Racławicka 87",4800,https://www.otodom.pl/hpr/pl/oferta/3pok-garaz-balkon-klima-szkola-wis-krzyki-ul-raclawicka-87-ID4zR1W,BRAK,1019.0,1,3,"ul. Racławicka, Wrocław",2012,miejskie,6000,do zamieszkania,64.46,2026-02-10
2026-02-07 23:04,3 pokojowe mieszkanie loftowe - ul. Młynarska,3700,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-loftowe-ul-mlynarska-ID4zFhZ,BRAK,650.0,1,3,"ul. Młynarska, Wrocław",2023,miejskie,brak,do zamieszkania,57.36,2026-02-10
2026-02-07 23:04,44m²|Świetna lokalizacja|Ciche|Kamienica|Dla pary,2650,https://www.otodom.pl/pl/oferta/44m-swietna-lokalizacja-ciche-kamienica-dla-pary-ID4zG0U,BRAK,750.0,2,2,"ul. Pomorska, Wrocław",brak,gazowe,brak,do zamieszkania,44,2026-02-10
2026-02-07 23:05,2 osobne pokoje z balkonem | ul. Grabiszyńska,2600,https://www.otodom.pl/pl/oferta/2-osobne-pokoje-z-balkonem-ul-grabiszynska-ID4zFoH,BRAK,900.0,1,2,"ul. Grabiszyńska, Wrocław",2020,miejskie,3500,do zamieszkania,42,2026-02-10
2026-02-07 23:05,Luks 3 Pok - Centrum - Parking – Od Zaraz,5600,https://www.otodom.pl/pl/oferta/luks-3-pok-centrum-parking-od-zaraz-ID4zVcb,BRAK,1230.0,3,3,Wrocław,2017,miejskie,brak,brak,63,2026-02-10
2026-02-07 23:05,"3-pokojowe mieszkanie, Olimpia Port",3100,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-olimpia-port-ID4zEhK,BRAK,750.0,3,3,"ul. Ferdynanda Magellana, Wrocław",2020,miejskie,brak,do zamieszkania,54,2026-02-10
2026-02-07 23:05,"Wynajem WYŁĄCZNIE dla firmy, vat 23%",4000,https://www.otodom.pl/pl/oferta/wynajem-wylacznie-dla-firmy-vat-23-ID4rFwf,BRAK,950.0,3,3,Wrocław,2023,miejskie,4000,do zamieszkania,58.2,2026-02-10
2026-02-07 23:06,Kawalerka WROCŁAW ŚLICZNA 1900 zł + rachunki,1900,https://www.otodom.pl/pl/oferta/kawalerka-wroclaw-sliczna-1900-zl-rachunki-ID4lAvh,BRAK,0.0,6,1,"ul. Śliczna, Wrocław",brak,miejskie,3000,brak,24,2026-02-10
