data_pobrania,tytul,cena,link,metraz,czynsz,pietro,pokoje,lokalizacja,rok_budowy,ogrzewanie,kaucja,stan,powierzchnia,data_aktualizacji
2026-02-07 22:42,"Nowoczesne mieszkanie Park Wschodni taras,Rybnicka",2500,https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-park-wschodni-taras-rybnicka-ID4zXdn,,0,0,2,"ul. Rybnicka, Wrocław",2019,brak,0,brak,39,2026-02-10
2026-02-07 22:42,Mieszkanie 2pok dla 1-2 osó Gaj Krzyki Czerniawska,2600,https://www.otodom.pl/pl/oferta/mieszkanie-2pok-dla-1-2-oso-gaj-krzyki-czerniawska-ID3kNFc,,600,0,2,"ul. Czerniawska, Wrocław",2004,miejskie,3200,do zamieszkania,47,2026-02-10
2026-02-07 22:43,Nowe mieszkanie premium – pierwszy wynajem,3600,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-premium-pierwszy-wynajem-ID4zNpv,,0,4,2,"Wichrowa, Wrocław",2025,miejskie,4500,do zamieszkania,49,2026-02-10
2026-02-07 22:43,2 osobne pokoje | 55m2 | Parking | Balkon | Internet | Wanna| Siłownia,2800,https://www.otodom.pl/pl/oferta/2-osobne-pokoje-55m2-parking-balkon-internet-wanna-silownia-ID4zX8o,,880,0,2,"ul. Ryszarda Wagnera, Wrocław",brak,miejskie,3800,do zamieszkania,55,2026-02-10
2026-02-07 22:43,3-pok od 01.03.2026 ul.Przedmiejska SOFTY LOFTY Garaż na 2 auta*Balkon,3700,https://www.otodom.pl/pl/oferta/3-pok-od-01-03-2026-ul-przedmiejska-softy-lofty-garaz-na-2-autabalkon-ID4zX90,,0,1,3,"ul. Przedmiejska, Wrocław",brak,miejskie,brak,brak,60,2026-02-10
2026-02-07 22:43,Komfortowy Apartament 45m2 na płycie głównej Rynku,3500,https://www.otodom.pl/pl/oferta/komfortowy-apartament-45m2-na-plycie-glownej-rynku-ID4yX2G,,0,3,2,"rynek Ratusz, Wrocław",brak,miejskie,5000,do zamieszkania,45,2026-02-10
2026-02-07 22:44,3-pok 62 m2 od zaraz ul. Klimasa DI Trevi *Garaż*,3500,https://www.otodom.pl/pl/oferta/3-pok-62-m2-od-zaraz-ul-klimasa-di-trevi-garaz-ID4zX81,,0,2,3,"ul. ks. Czesława Klimasa, Wrocław",brak,miejskie,brak,brak,62,2026-02-10
2026-02-07 22:44,Wyjątkowe Dwupokojowe Mieszkanie Nadodrze,3800,https://www.otodom.pl/pl/oferta/wyjatkowe-dwupokojowe-mieszkanie-nadodrze-ID4zKif,,700,4,2,"ul. Pomorska, Wrocław",brak,gazowe,4500,brak,75,2026-02-10
2026-02-07 22:44,"Walońska, 2-pokojowy 42 m² apartament w Angel Wings",2900,https://www.otodom.pl/pl/oferta/walonska-2-pokojowy-42-m-apartament-w-angel-wings-ID4nauo,,700,4,2,"ul. Walońska, Wrocław",2011,miejskie,4000,do zamieszkania,42,2026-02-10
2026-02-07 22:44,Mieszkanie Nowy Gaj/ 2 pokoje/ 56m2/ parking i komórka lokatorska,3800,https://www.otodom.pl/pl/oferta/mieszkanie-nowy-gaj-2-pokoje-56m2-parking-i-komorka-lokatorska-ID4mqI8,,800,4,2,"ul. Żegiestowska, Wrocław",2018,miejskie,6000,do zamieszkania,56,2026-02-10
2026-02-07 22:45,Przestronne 2 pokojowe mieszkanie z balkonem | Garaż,3000,https://www.otodom.pl/hpr/pl/oferta/przestronne-2-pokojowe-mieszkanie-z-balkonem-garaz-ID4zHAW,,600,2,2,"ul. Stodolna, Wrocław",brak,miejskie,3900,do zamieszkania,52.3,2026-02-10
2026-02-07 22:45,Nowoczesny Apartament ul.Krakowska bezpośrednio! 2pokoje/ rzeka/balkon,3000,https://www.otodom.pl/pl/oferta/nowoczesny-apartament-ul-krakowska-bezposrednio-2pokoje-rzeka-balkon-ID49wjo,,800,5,2,"ul. Krakowska, Wrocław",2023,miejskie,3000,do zamieszkania,43,2026-02-10
2026-02-07 22:45,Kawalerka blisko centrum z ładnym widokiem,2200,https://www.otodom.pl/pl/oferta/kawalerka-blisko-centrum-z-ladnym-widokiem-ID4zX1S,,0,10,1,"ul. Ścinawska, Wrocław",brak,miejskie,brak,do zamieszkania,25,2026-02-10
2026-02-07 22:47,Mieszkanie 2-pokojowe Iwaszkiewicza Klima Garaż duży taras,3000,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-iwaszkiewicza-klima-garaz-duzy-taras-ID4xPcG,,650,2,2,"ul. Jarosława Iwaszkiewicza, Wrocław",2020,miejskie,3000,do zamieszkania,49,2026-02-10
2026-02-07 22:47,First rent | Nadodrze | Studio | Kaszubska 11,1950,https://www.otodom.pl/pl/oferta/first-rent-nadodrze-studio-kaszubska-11-ID4zVZ6,,300,0,1,"ul. Kaszubska, Wrocław",brak,miejskie,2600,do zamieszkania,23,2026-02-10
2026-02-07 22:47,City Center  I River View,6500,https://www.otodom.pl/pl/oferta/city-center-i-river-view-ID4zSRq,,1100,3,4,"ul. gen. Władysława Sikorskiego, Wrocław",2018,brak,8000,brak,75,2026-02-10
2026-02-07 22:47,Pierwszy wynajem. Całkiem nowe. Centrum,2800,https://www.otodom.pl/pl/oferta/pierwszy-wynajem-calkiem-nowe-centrum-ID4zX09,,500,7,1,Wrocław,2024,inne,brak,do zamieszkania,30,2026-02-10
2026-02-07 22:48,2 pokojowe#Grabiszyńska#Firlej#NajemOkazjonalny,2800,https://www.otodom.pl/pl/oferta/2-pokojowe-grabiszynska-firlej-najemokazjonalny-ID4zVYp,,750,1,2,"ul. Grabiszyńska, Wrocław",1970,miejskie,3700,do zamieszkania,44,2026-02-10
2026-02-07 22:48,Gotowe M2|pełne wyposażenie|balkon|parkingx2,3000,https://www.otodom.pl/pl/oferta/gotowe-m2-pelne-wyposazenie-balkon-parkingx2-ID4zVYh,,700,2,2,"ul. Stanisława Kunickiego, Wrocław",2021,miejskie,3500,do zamieszkania,49.8,2026-02-10
2026-02-07 22:48,"Wrocław Nadodrze, ulica Ludwika Rydygiera 63/16",2300,https://www.otodom.pl/pl/oferta/wroclaw-nadodrze-ulica-ludwika-rydygiera-63-16-ID4zl0A,,750,3,2,Wrocław,brak,electrical,2500,brak,62,2026-02-10
2026-02-07 22:48,"2pok, balkon,parking/Walońska/Angel,1-bedr to rent",3300,https://www.otodom.pl/pl/oferta/2pok-balkon-parking-walonska-angel-1-bedr-to-rent-ID4zNN8,,800,3,2,Wrocław,2011,miejskie,4500,do zamieszkania,52,2026-02-10
2026-02-07 22:48,Loftowy apartament 48 m² | 3 pokoje | Centrum,3300,https://www.otodom.pl/pl/oferta/loftowy-apartament-48-m-3-pokoje-centrum-ID4zVVu,,0,4,3,"ul. Księcia Józefa Poniatowskiego, Wrocław",2019,miejskie,4000,do zamieszkania,48.2,2026-02-10
2026-02-07 22:48,Dwupokojowe mieszkanie z garderobą w centrum Wrocławia,3000,https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-z-garderoba-w-centrum-wroclawia-ID4zVWx,,850,2,2,"ul. Jedności Narodowej, Wrocław",2004,miejskie,3000,do zamieszkania,56,2026-02-10
2026-02-07 22:49,"2pok+kuchnia,39m2/balkon/Gajowicka/Jastrzębia",2300,https://www.otodom.pl/pl/oferta/2pok-kuchnia-39m2-balkon-gajowicka-jastrzebia-ID4zVRB,,0,3,2,Wrocław,1964,miejskie,3500,do zamieszkania,39,2026-02-10
2026-02-07 22:49,3 POKOJE | Promenady Wrocławskie | ul. Zakładowa,4350,https://www.otodom.pl/pl/oferta/3-pokoje-promenady-wroclawskie-ul-zakladowa-ID4zVUE,,600,2,3,"ul. Zakładowa, Wrocław",2017,miejskie,6000,do zamieszkania,63,2026-02-10
2026-02-07 22:49,"Dwa osobne pokoje, 34m2, ul. Gazowa",2100,https://www.otodom.pl/pl/oferta/dwa-osobne-pokoje-34m2-ul-gazowa-ID4zVSM,,740,1,2,"ul. Gazowa, Wrocław",2019,miejskie,brak,do zamieszkania,34,2026-02-10
2026-02-07 22:49,"Przestronna kawalerka - bez prowizji, w centrum Wrocławia",2100,https://www.otodom.pl/pl/oferta/przestronna-kawalerka-bez-prowizji-w-centrum-wroclawia-ID4zJRH,,890,1,1,"ul. Grabiszyńska, Wrocław",2025,miejskie,brak,do zamieszkania,28.62,2026-02-10
2026-02-07 22:49,CENTRUM -2 pokoje z widokiem na rzekę|M. Postojowe| ENG,3300,https://www.otodom.pl/pl/oferta/centrum-2-pokoje-z-widokiem-na-rzeke-m-postojowe-eng-ID4ol5U,,890,7,2,"ul. Długa, Wrocław",2008,miejskie,4500,do zamieszkania,62.58,2026-02-10
2026-02-07 22:50,Eleganckie 3 pokojowe mieszkanie z ogrodem Rodzinn,3700,https://www.otodom.pl/pl/oferta/eleganckie-3-pokojowe-mieszkanie-z-ogrodem-rodzinn-ID4zS8R,,950,brak,3,"ul. Rodzinna, Wrocław",brak,brak,5000,brak,58.15,2026-02-10
2026-02-07 22:50,2 pok. | os. kuchnia | balkon | centrum - ul. Reja,2700,https://www.otodom.pl/pl/oferta/2-pok-os-kuchnia-balkon-centrum-ul-reja-ID4zVLV,,0,2,2,"ul. Mikołaja Reja, Wrocław",brak,miejskie,brak,do zamieszkania,50,2026-02-10
2026-02-07 22:50,Atrakcyjne mieszkanie 60 m² w spokojnej i zielonej dzielnicy Wrocławia,3300,https://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-60-m-w-spokojnej-i-zielonej-dzielnicy-wroclawia-ID4zVOx,,1200,3,3,"ul. Wojrowicka, Wrocław",brak,miejskie,4500,do zamieszkania,60,2026-02-10
2026-02-07 22:50,"Nowoczesne studio, prestiżowe z balkonem w OVO",2800,https://www.otodom.pl/pl/oferta/nowoczesne-studio-prestizowe-z-balkonem-w-ovo-ID4zd8L,,750,4,1,"ul. Podwale, Wrocław",2016,brak,brak,do zamieszkania,32.49,2026-02-10
2026-02-07 22:50,"przestronne mieszkanie 42 m2 , ul. Wałbrzyska 13a,",2450,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-42-m2-ul-walbrzyska-13a-ID42OpE,,677,3,1,Wrocław,2001,miejskie,3000,do zamieszkania,42,2026-02-10
2026-02-07 22:51,Nowoczesne 3 pok. Mieszkanie Kępa Mieszczańska,6500,https://www.otodom.pl/hpr/pl/oferta/nowoczesne-3-pok-mieszkanie-kepa-mieszczanska-ID4zQia,,640,brak,3,"wyspa Kępa Mieszczańska, Wrocław",brak,miejskie,brak,do zamieszkania,66,2026-02-10
2026-02-07 22:51,Dwupoziomowe mieszkanie 3 pok | Balkon | Okolice PKP | Bezpośrednio,3146,https://www.otodom.pl/pl/oferta/dwupoziomowe-mieszkanie-3-pok-balkon-okolice-pkp-bezposrednio-ID4zVKA,,652,4,3,"ul. gen. Jana Henryka Dąbrowskiego, Wrocław",2017,miejskie,3933,do zamieszkania,65.24,2026-02-10
2026-02-07 22:51,"2 pok, ogród, MP, klimatyzacja",3200,https://www.otodom.pl/pl/oferta/2-pok-ogrod-mp-klimatyzacja-ID4zVKa,,890,0,2,"Beaty Artemskiej, Wrocław",2021,inne,brak,to_completion,51.12,2026-02-10
2026-02-07 22:52,Pakosławska|2pok|Rozkład|Garaż|Taras,2800,https://www.otodom.pl/pl/oferta/pakoslawska-2pok-rozklad-garaz-taras-ID4zN0P,,650,0,2,"ul. Pakosławska, Wrocław",2020,miejskie,3000,do zamieszkania,49,2026-02-10
2026-02-07 22:52,Wrocław Fabryczna - Apartament z tarasem.,2750,https://www.otodom.pl/pl/oferta/wroclaw-fabryczna-apartament-z-tarasem-ID4zVJA,,766,0,2,"ul. Nowodworska, Wrocław",2020,miejskie,3000,do zamieszkania,48,2026-02-10
2026-02-07 22:52,Wynajem mieszkanie ul. Oboźna 2 pokoje wyremontowane 50 m,2500,https://www.otodom.pl/pl/oferta/wynajem-mieszkanie-ul-obozna-2-pokoje-wyremontowane-50-m-ID4zVJ3,,525,2,2,"ul. Oboźna, Wrocław",1995,miejskie,3000,do zamieszkania,50,2026-02-10
2026-02-07 22:52,"okazja, Krzyki, Huby",2250,https://www.otodom.pl/pl/oferta/okazja-krzyki-huby-ID4zVJh,,1443,2,2,"ul. Nyska, Wrocław",1960,miejskie,2700,do zamieszkania,50,2026-02-10
2026-02-07 22:52,"Prusa, rozkładowe, umeblowane, wyposażone",2900,https://www.otodom.pl/pl/oferta/prusa-rozkladowe-umeblowane-wyposazone-ID4zVIY,,0,0,2,"ul. Bolesława Prusa, Wrocław",1990,miejskie,brak,do zamieszkania,46,2026-02-10
2026-02-07 22:53,Okolice ul. Kruszwickiej,3000,https://www.otodom.pl/pl/oferta/okolice-ul-kruszwickiej-ID4zVHv,,0,3,3,Wrocław,1970,miejskie,3000,do zamieszkania,51.95,2026-02-10
2026-02-07 22:53,Mieszkanie 2 pokojowe do wynajęcia + miejsce w garażu podziemnym,2800,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-do-wynajecia-miejsce-w-garazu-podziemnym-ID4zVBh,,800,5,2,"ul. Jesionowa, Wrocław",2016,miejskie,3500,do zamieszkania,39.3,2026-02-10
2026-02-07 22:53,Na wynajem | 2 pokoje | Nowe budownictwo | Centrum,3300,https://www.otodom.pl/pl/oferta/na-wynajem-2-pokoje-nowe-budownictwo-centrum-ID4zVIX,,700,3,2,"ul. Ludwika Rydygiera, Wrocław",2012,kotłownia,3300,do zamieszkania,52.09,2026-02-10
2026-02-07 22:53,"Rynek, Ul. Ruska, Kawalerka,37M2, Ip., Balkon",2500,https://www.otodom.pl/pl/oferta/rynek-ul-ruska-kawalerka-37m2-ip-balkon-ID4zKKX,,650,1,1,"ul. Ruska, Wrocław",brak,brak,3500,do zamieszkania,37,2026-02-10
2026-02-07 22:53,Kawalerka / Dworzec Główny / OD Zaraz,2150,https://www.otodom.pl/pl/oferta/kawalerka-dworzec-glowny-od-zaraz-ID4zVIo,,500,1,1,"gen. Antoniego Madalińskiego, Wrocław",2024,brak,0,do zamieszkania,21.8,2026-02-10
2026-02-07 22:54,Miedziana - 2 pokoje- loggia- parking,2800,https://www.otodom.pl/pl/oferta/miedziana-2-pokoje-loggia-parking-ID4zVCm,,631,1,2,"ul. Miedziana, Wrocław",2022,miejskie,brak,do zamieszkania,40,2026-02-10
2026-02-07 22:54,"3 osobne pok. z garderobą | Promocja ! Bezpośrednio |Wrocław, Jaworska",4600,https://www.otodom.pl/pl/oferta/3-osobne-pok-z-garderoba-promocja-bezposrednio-wroclaw-jaworska-ID4zVBc,,860,2,3,"ul. Jaworska, Wrocław",2023,miejskie,brak,do zamieszkania,66.12,2026-02-10
2026-02-07 22:54,"Nowe, stylowe mieszkanie z dużym balkonem – ul. Braniborska, Wrocław",5000,https://www.otodom.pl/pl/oferta/nowe-stylowe-mieszkanie-z-duzym-balkonem-ul-braniborska-wroclaw-ID4zBpi,,0,9,2,Wrocław,2020,gazowe,5000,do zamieszkania,47.48,2026-02-10
2026-02-07 22:54,Mieszkanie pracownicze - ul. Piłsudskiego,700,https://www.otodom.pl/pl/oferta/mieszkanie-pracownicze-ul-pilsudskiego-ID4zJMU,,0,1,3,"ul. marsz. Józefa Piłsudskiego, Wrocław",brak,miejskie,3000,do zamieszkania,65,2026-02-10
2026-02-07 22:55,Angel City/ GYM&SPA/ 1mc 50%,3600,https://www.otodom.pl/pl/oferta/angel-city-gym-spa-1mc-50-ID4zDYH,,0,8,2,"ul. Walońska, Wrocław",2022,miejskie,brak,do zamieszkania,44,2026-02-10
2026-02-07 22:55,Browary Wrocławskie- Wysoki standart,4000,https://www.otodom.pl/pl/oferta/browary-wroclawskie-wysoki-standart-ID4zVAl,,900,2,3,"ul. Jedności Narodowej, Wrocław",2020,brak,4900,do zamieszkania,50,2026-02-10
2026-02-07 22:55,Mieszkanie 2 pokoje | Wysoki Standard | Ul.Ołbińska |Wrocław| Nadodrze,2600,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-wysoki-standard-ul-olbinska-wroclaw-nadodrze-ID4zVzJ,,800,0,2,"ul. Ołbińska, Wrocław",brak,brak,4000,do zamieszkania,37,2026-02-10
2026-02-07 22:55,Air Conditioner/2Rooms/ Balcony/ GYM/Parking,3200,https://www.otodom.pl/pl/oferta/air-conditioner-2rooms-balcony-gym-parking-ID4zVzj,,800,3,2,"al. gen. Józefa Hallera, Wrocław",brak,brak,4000,do zamieszkania,50,2026-02-10
2026-02-07 22:56,"2 pokoje, klimatyzacja, miejsce postojowe",3000,https://www.otodom.pl/pl/oferta/2-pokoje-klimatyzacja-miejsce-postojowe-ID4mSd8,,800,4,2,Wrocław,brak,miejskie,4000,do zamieszkania,56,2026-02-10
2026-02-07 22:56,"Kawalerka 32,5 m² z balkonem | Ołbin | centrum",2200,https://www.otodom.pl/pl/oferta/kawalerka-32-5-m-z-balkonem-olbin-centrum-ID4zVtP,,450,3,1,Wrocław,2019,miejskie,2200,do zamieszkania,32.5,2026-02-10
2026-02-07 22:56,Nowe 2-pokojowe mieszkanie na Krzykach,3000,https://www.otodom.pl/pl/oferta/nowe-2-pokojowe-mieszkanie-na-krzykach-ID4zVx6,,700,1,2,"ul. Mglista, Wrocław",2025,miejskie,3500,do zamieszkania,37,2026-02-10
2026-02-07 22:56,Nowe Żerniki | 3 pokoje z ogródkiem i garażem | 78 m²,4700,https://www.otodom.pl/pl/oferta/nowe-zerniki-3-pokoje-z-ogrodkiem-i-garazem-78-m-ID4zVya,,850,0,3,Wrocław,brak,miejskie,6500,do zamieszkania,78,2026-02-10
2026-02-07 22:56,Apartament 3-pokojowy z widokiem na Odrę,4999,https://www.otodom.pl/pl/oferta/apartament-3-pokojowy-z-widokiem-na-odre-ID4zVwS,,0,brak,3,"ul. Kazimierza Michalczyka, Wrocław",2025,brak,brak,do zamieszkania,65,2026-02-10
2026-02-07 22:56,First rent/ Promenady Wrocławskie/ 6 months,2800,https://www.otodom.pl/pl/oferta/first-rent-promenady-wroclawskie-6-months-ID4zVzi,,600,0,2,"ul. Antoniego Słonimskiego, Wrocław",brak,brak,3400,brak,52,2026-02-10
2026-02-07 22:57,Piękne M3 - blisko autobus i tramwaj - ul. Krzycka,3200,https://www.otodom.pl/hpr/pl/oferta/piekne-m3-blisko-autobus-i-tramwaj-ul-krzycka-ID4zVL8,,800,2,3,"ul. Krzycka, Wrocław",brak,gazowe,3200,do zamieszkania,61,2026-02-10
2026-02-07 22:57,"Śliczne, w pełni wyposażone 2 pok z balkonem.",3800,https://www.otodom.pl/pl/oferta/sliczne-w-pelni-wyposazone-2-pok-z-balkonem-ID4zbrK,,540,2,2,"ul. Elizy Orzeszkowej, Wrocław",1935,gazowe,4500,brak,69,2026-02-10
2026-02-07 22:57,"Duży taras, widok na rzekę, Olimpia Port",4550,https://www.otodom.pl/pl/oferta/duzy-taras-widok-na-rzeke-olimpia-port-ID4zRkb,,1055,3,3,"ul. Marca Polo, Wrocław",2018,miejskie,6000,do zamieszkania,70,2026-02-10
2026-02-07 22:57,Fitnes Club w cenie | Balkon | Garaż | 2 Pokojowe Od Zaraz,2900,https://www.otodom.pl/pl/oferta/fitnes-club-w-cenie-balkon-garaz-2-pokojowe-od-zaraz-ID4zR9g,,700,2,2,"al. gen. Józefa Hallera, Wrocław",brak,kotłownia,3100,do zamieszkania,44,2026-02-10
2026-02-07 22:57,Small Pet-Friendly | Garaż | Klimatyzacja | Balkon | Od zaraz,3200,https://www.otodom.pl/pl/oferta/small-pet-friendly-garaz-klimatyzacja-balkon-od-zaraz-ID4zReb,,800,4,3,"al. Wiśniowa, Wrocław",brak,miejskie,4200,do zamieszkania,60,2026-02-10
2026-02-07 22:57,"Atrakcyjne 3 pokojowe Chorwacka, Różanka",3800,https://www.otodom.pl/pl/oferta/atrakcyjne-3-pokojowe-chorwacka-rozanka-ID4zaNw,,1200,6,3,"ul. Chorwacka, Wrocław",brak,miejskie,5000,do zamieszkania,66.76,2026-02-10
2026-02-07 22:58,"NOWE BUD. 2022, 3pok, 60m2, Brzezińska / Leśnica",2900,https://www.otodom.pl/pl/oferta/nowe-bud-2022-3pok-60m2-brzezinska-lesnica-ID4zQRx,,780,1,3,"ul. Brzezińska, Wrocław",2022,brak,3800,do zamieszkania,60,2026-02-10
2026-02-07 22:58,"2pok. Zielińskiego / Arkady - pieszo na Dworzec, kilka min. do Rynku!",2250,https://www.otodom.pl/pl/oferta/2pok-zielinskiego-arkady-pieszo-na-dworzec-kilka-min-do-rynku-ID4zQQB,,620,0,2,"ul. Tadeusza Zielińskiego, Wrocław",1970,miejskie,2950,do zamieszkania,38,2026-02-10
2026-02-07 22:58,"Przestronne 84m2, nowe bud. Vivaldiego, Krzyki!",2950,https://www.otodom.pl/pl/oferta/przestronne-84m2-nowe-bud-vivaldiego-krzyki-ID4zQRV,,950,2,3,"ul. Antonia Vivaldiego, Wrocław",2003,miejskie,4000,do zamieszkania,84,2026-02-10
2026-02-07 22:59,WYNAJMĘ MIKRO-KAWALERKĘ PRZY MAGNOLIA PARK - LEGNICKA 49,1800,https://www.otodom.pl/pl/oferta/wynajme-mikro-kawalerke-przy-magnolia-park-legnicka-49-ID4yadH,,0,5,1,"ul. Legnicka, Wrocław",2019,miejskie,2200,do zamieszkania,17,2026-02-10
2026-02-07 22:59,Świetne mieszkanie do wynajęcia- top lokalizacja,2800,https://www.otodom.pl/pl/oferta/swietne-mieszkanie-do-wynajecia-top-lokalizacja-ID4ylji,,1800,5,3,"ul. Nowowiejska, Wrocław",1900,miejskie,2800,do zamieszkania,75.1,2026-02-10
2026-02-07 22:59,"Na wynajem nowe, komfortowe mieszkanie na Krzykach I garaż I",3300,https://www.otodom.pl/pl/oferta/na-wynajem-nowe-komfortowe-mieszkanie-na-krzykach-i-garaz-i-ID4zQyO,,800,4,3,"ul. Racławicka, Wrocław",2025,brak,brak,do zamieszkania,51.73,2026-02-10
2026-02-07 22:59,nowe/klimatyzacja /  15 min spacerem Rynek,3500,https://www.otodom.pl/pl/oferta/nowe-klimatyzacja-15-min-spacerem-rynek-ID4zQyJ,,450,4,2,"ul. Kurkowa, Wrocław",2023,brak,5000,do zamieszkania,46,2026-02-10
2026-02-07 22:59,Nowe / widok na rzekę /klimatyzacja,3800,https://www.otodom.pl/pl/oferta/nowe-widok-na-rzeke-klimatyzacja-ID4zQwb,,950,8,3,"ul. Jedności Narodowej, Wrocław",2023,brak,5000,do zamieszkania,57,2026-02-10
2026-02-07 22:59,Studio premium z aneksem | centrum | balkon francuski | bez prowizji,2990,https://www.otodom.pl/pl/oferta/studio-premium-z-aneksem-centrum-balkon-francuski-bez-prowizji-ID4zQMt,,650,3,1,"ul. Komandorska, Wrocław",1897,gazowe,4000,do zamieszkania,31,2026-02-10
2026-02-07 23:00,Dwupokojowe mieszkanie 42m2 na Wrocławskim Gaju,2500,https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-42m2-na-wroclawskim-gaju-ID4wrSD,,800,2,2,"ul. Adama Uznańskiego, Wrocław",2006,kotłownia,3000,do zamieszkania,42,2026-02-10
2026-02-07 23:00,ok. Galerii Domnikańskiej I 3pok I Centrum,3500,https://www.otodom.pl/pl/oferta/ok-galerii-domnikanskiej-i-3pok-i-centrum-ID4zVrQ,,800,2,3,"ul. gen. Józefa Haukego-Bosaka, Wrocław",1930,electrical,7000,do zamieszkania,80,2026-02-10
2026-02-07 23:00,ul. Kamienskiego / balkon,3300,https://www.otodom.pl/pl/oferta/ul-kamienskiego-balkon-ID4zVti,,0,1,3,"ul. Kamieńskiego / komfort, Wrocław",2020,miejskie,brak,do zamieszkania,65,2026-02-10
2026-02-07 23:00,"Mieszkanie 3 pokojowe 69 m2 + balkon, garaż ul. Jesionowa",4200,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-69-m2-balkon-garaz-ul-jesionowa-ID4muHJ,,1100,5,3,Wrocław,2019,miejskie,4500,do zamieszkania,69,2026-02-10
2026-02-07 23:00,Pierwszy Najem - Garaż - Media Miejskie - Komfort,3200,https://www.otodom.pl/pl/oferta/pierwszy-najem-garaz-media-miejskie-komfort-ID4zVtx,,900,2,2,"ul. Mieszczańska, Wrocław",2024,miejskie,4200,do zamieszkania,40,2026-02-10
2026-02-07 23:00,"3-pokojowe mieszkanie z balkonem | ul. Skwierzyńska, Wrocław",3500,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-z-balkonem-ul-skwierzynska-wroclaw-ID4zuGx,,1336,1,3,"ul. Skwierzyńska, Wrocław",brak,miejskie,4800,do zamieszkania,92,2026-02-10
2026-02-07 23:00,ul. Przyjaźni / Taras,7000,https://www.otodom.pl/pl/oferta/ul-przyjazni-taras-ID4zVtj,,0,8,4,"PRZYJAŹNI / TARAS 80 M / DWA GARAŻE, Wrocław",2015,miejskie,brak,do zamieszkania,120,2026-02-10
2026-02-07 23:01,3 POKOJE ROZKŁADOWE | OSOBNA KUCHNIA | BALKON | GĄDÓW MAŁY,3300,https://www.otodom.pl/pl/oferta/3-pokoje-rozkladowe-osobna-kuchnia-balkon-gadow-maly-ID4uPfL,,900,1,3,"ul. Skrzydlata, Wrocław",1990,miejskie,4500,do zamieszkania,63,2026-02-10
2026-02-07 23:01,NADODRZE/CENTRUM/TANIO/PRZYSTANKI/DWORZEC/2POK/PARK,2500,https://www.otodom.pl/pl/oferta/nadodrze-centrum-tanio-przystanki-dworzec-2pok-park-ID4zOWw,,750,0,2,"ul. Podwórcowa, Wrocław",brak,miejskie,2500,brak,40,2026-02-10
2026-02-07 23:01,Drukarska | Brand New | Ips School,8500,https://www.otodom.pl/pl/oferta/drukarska-brand-new-ips-school-ID4zVo9,,1500,4,3,"ul. Drukarska, Wrocław",brak,miejskie,brak,brak,65,2026-02-10
2026-02-07 23:01,Centrum Wrocławia Media Miejskie Piwnica,2400,https://www.otodom.pl/pl/oferta/centrum-wroclawia-media-miejskie-piwnica-ID4zVnh,,800,1,2,"pl. Nowy Targ, Wrocław",1962,miejskie,3500,do zamieszkania,33,2026-02-10
2026-02-07 23:02,2 pokoje | Spa&Gym | balkon | Angel City,3400,https://www.otodom.pl/pl/oferta/2-pokoje-spa-gym-balkon-angel-city-ID4zVma,,0,8,2,"ul. Walońska, Wrocław",2022,miejskie,brak,do zamieszkania,53,2026-02-10
2026-02-07 23:02,"Mieszkanie ul. Sienkiewicza, 4 pokoje, 74m2",4000,https://www.otodom.pl/pl/oferta/mieszkanie-ul-sienkiewicza-4-pokoje-74m2-ID4yoKZ,,1000,1,4,"ul. Henryka Sienkiewicza, Wrocław",1970,miejskie,5000,do zamieszkania,74,2026-02-10
2026-02-07 23:02,PL/UA Księcia Witolda | Apartament z klimatyzacją | Od Zaraz | Centrum,2599,https://www.otodom.pl/pl/oferta/pl-ua-ksiecia-witolda-apartament-z-klimatyzacja-od-zaraz-centrum-ID4zVkA,,851,5,1,"ul. Księcia Witolda, Wrocław",brak,miejskie,3500,do zamieszkania,35,2026-02-10
2026-02-07 23:02,2pokoje | Promenady Wrocławskie | Do wynajęci,2790,https://www.otodom.pl/pl/oferta/2pokoje-promenady-wroclawskie-do-wynajeci-ID4zVib,,630,5,2,"ul. Zakładowa, Wrocław",brak,miejskie,brak,do zamieszkania,39.6,2026-02-10
2026-02-07 23:02,"Nowe mieszkanie dwupokojowe, Różanka, Wrocław",2800,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-dwupokojowe-rozanka-wroclaw-ID4lwuQ,,650,4,2,Wrocław,2022,miejskie,4000,do zamieszkania,41,2026-02-10
2026-02-07 23:02,2 pokoje / Angel River / Mp / balkon / Gym&Spa,3400,https://www.otodom.pl/pl/oferta/2-pokoje-angel-river-mp-balkon-gym-spa-ID4zVn0,,0,4,2,"ul. Walońska, Wrocław",2019,brak,brak,brak,42.24,2026-02-10
